     shots,    errors,  discards, seconds,decoder,strong_id,json_metadata,custom_counts
      1024,       171,         0,   0.078,herald_mwpm,69e7d52c040af553afb03b8f019c53895a00a506c7d2970d83d8d9a142f274ce,"{""config"":""baseline_pauli"",""d"":9,""p"":0.013,""r_e"":0.0,""rounds"":9}",
      1024,       175,         0,   0.082,blind_mwpm,6fba3c0eae4a80b5a06d00a4c775cc9d876a81e1f2b314ca9b9e274a19f31261,"{""config"":""baseline_pauli"",""d"":9,""p"":0.013,""r_e"":0.0,""rounds"":9}",
      1024,       102,         0,   0.059,blind_mwpm,e628c961588a34aaa3efdfa0608b20dc172c3dfdf459dbef282dd7c69ad2726b,"{""config"":""baseline_pauli"",""d"":9,""p"":0.011,""r_e"":0.0,""rounds"":9}",
      1024,       250,         0,   0.102,blind_mwpm,1c8197f5337495c0ccd3e95daea1d6806deabda975af73fb02f7b62b8aa56c9e,"{""config"":""baseline_pauli"",""d"":9,""p"":0.015,""r_e"":0.0,""rounds"":9}",
      1024,       226,         0,   0.094,herald_mwpm,1e81e49713bfe18aafe7c8ad0e4483d7eb99ce4812f37689a4c7db0ea375a34f,"{""config"":""baseline_pauli"",""d"":9,""p"":0.015,""r_e"":0.0,""rounds"":9}",
      1024,       110,         0,   0.055,blind_mwpm,e628c961588a34aaa3efdfa0608b20dc172c3dfdf459dbef282dd7c69ad2726b,"{""config"":""baseline_pauli"",""d"":9,""p"":0.011,""r_e"":0.0,""rounds"":9}",
      1024,       124,         0,   0.066,herald_mwpm,0ca1bfe96ef73f3081201d51894316be5a1ab68d3a0c7e6d25754a200aee3795,"{""config"":""baseline_pauli"",""d"":9,""p"":0.011,""r_e"":0.0,""rounds"":9}",
      1024,       170,         0,   0.073,blind_mwpm,6fba3c0eae4a80b5a06d00a4c775cc9d876a81e1f2b314ca9b9e274a19f31261,"{""config"":""baseline_pauli"",""d"":9,""p"":0.013,""r_e"":0.0,""rounds"":9}",
      1024,       178,         0,   0.078,herald_mwpm,69e7d52c040af553afb03b8f019c53895a00a506c7d2970d83d8d9a142f274ce,"{""config"":""baseline_pauli"",""d"":9,""p"":0.013,""r_e"":0.0,""rounds"":9}",
      1024,       112,         0,   0.059,blind_mwpm,e628c961588a34aaa3efdfa0608b20dc172c3dfdf459dbef282dd7c69ad2726b,"{""config"":""baseline_pauli"",""d"":9,""p"":0.011,""r_e"":0.0,""rounds"":9}",
      1024,       267,         0,   0.088,blind_mwpm,1c8197f5337495c0ccd3e95daea1d6806deabda975af73fb02f7b62b8aa56c9e,"{""config"":""baseline_pauli"",""d"":9,""p"":0.015,""r_e"":0.0,""rounds"":9}",
      1024,       269,         0,   0.077,herald_mwpm,1e81e49713bfe18aafe7c8ad0e4483d7eb99ce4812f37689a4c7db0ea375a34f,"{""config"":""baseline_pauli"",""d"":9,""p"":0.015,""r_e"":0.0,""rounds"":9}",
       273,        85,         0,   0.032,blind_mwpm,11594293b0d5fd1d67c14099b6dcbd26f51786462e1d9c2133fedd45cf71986e,"{""config"":""baseline_pauli"",""d"":9,""p"":0.017,""r_e"":0.0,""rounds"":9}",
      1024,       178,         0,   0.068,blind_mwpm,6fba3c0eae4a80b5a06d00a4c775cc9d876a81e1f2b314ca9b9e274a19f31261,"{""config"":""baseline_pauli"",""d"":9,""p"":0.013,""r_e"":0.0,""rounds"":9}",
       273,       101,         0,   0.038,herald_mwpm,577a9ae3009a8982a2870a534ad2f6f8b943aaf547e022d0b97ae079abcb0d9e,"{""config"":""baseline_pauli"",""d"":9,""p"":0.017,""r_e"":0.0,""rounds"":9}",
      1024,       100,         0,   0.090,herald_mwpm,0ca1bfe96ef73f3081201d51894316be5a1ab68d3a0c7e6d25754a200aee3795,"{""config"":""baseline_pauli"",""d"":9,""p"":0.011,""r_e"":0.0,""rounds"":9}",
      1024,       174,         0,   0.094,herald_mwpm,69e7d52c040af553afb03b8f019c53895a00a506c7d2970d83d8d9a142f274ce,"{""config"":""baseline_pauli"",""d"":9,""p"":0.013,""r_e"":0.0,""rounds"":9}",
      1024,        96,         0,   0.060,blind_mwpm,e628c961588a34aaa3efdfa0608b20dc172c3dfdf459dbef282dd7c69ad2726b,"{""config"":""baseline_pauli"",""d"":9,""p"":0.011,""r_e"":0.0,""rounds"":9}",
      1024,       281,         0,   0.080,blind_mwpm,1c8197f5337495c0ccd3e95daea1d6806deabda975af73fb02f7b62b8aa56c9e,"{""config"":""baseline_pauli"",""d"":9,""p"":0.015,""r_e"":0.0,""rounds"":9}",
      1024,       289,         0,   0.088,herald_mwpm,1e81e49713bfe18aafe7c8ad0e4483d7eb99ce4812f37689a4c7db0ea375a34f,"{""config"":""baseline_pauli"",""d"":9,""p"":0.015,""r_e"":0.0,""rounds"":9}",
      1024,       192,         0,   0.074,blind_mwpm,6fba3c0eae4a80b5a06d00a4c775cc9d876a81e1f2b314ca9b9e274a19f31261,"{""config"":""baseline_pauli"",""d"":9,""p"":0.013,""r_e"":0.0,""rounds"":9}",
