     shots,    errors,  discards, seconds,decoder,strong_id,json_metadata,custom_counts
      8192,         4,         0,   0.059,herald_mwpm,74ca0bd2b4524eb8e05724605c51245df32f71bd4b900b26b3effba6a58134dc,"{""config"":""erasure_r50"",""d"":3,""p"":0.001,""r_e"":0.5,""rounds"":3}",
      1297,        18,         0,   0.030,herald_mwpm,0f67d4a0aef5877821a362e2876801206bf3de966d13a40481ccc12e10a57b9b,"{""config"":""erasure_r50"",""d"":3,""p"":0.004641588833612777,""r_e"":0.5,""rounds"":3}",
      4096,        27,         0,   0.058,herald_mwpm,598619793ab11a84ccb4ee6e10f9a4c8d0ae0be55919733e28dc416913cee39e,"{""config"":""erasure_r50"",""d"":3,""p"":0.0031622776601683794,""r_e"":0.5,""rounds"":3}",
     14336,       237,         0,   0.021,blind_mwpm,aa7e97abaec779b566546efe74e0c4b956ae4afa05eaafe04bf3249fe8ffd6be,"{""config"":""erasure_r50"",""d"":3,""p"":0.004641588833612777,""r_e"":0.5,""rounds"":3}",
     21504,       178,         0,   0.026,blind_mwpm,4c503f3c76e54b751adbefc19fdfdef8fdb50bc20f5fb283019306400dc4fc2d,"{""config"":""erasure_r50"",""d"":3,""p"":0.0031622776601683794,""r_e"":0.5,""rounds"":3}",
      1024,        14,         0,   0.022,herald_mwpm,0f67d4a0aef5877821a362e2876801206bf3de966d13a40481ccc12e10a57b9b,"{""config"":""erasure_r50"",""d"":3,""p"":0.004641588833612777,""r_e"":0.5,""rounds"":3}",
      4096,        10,         0,   0.056,herald_mwpm,ad0bfc571e2ef2f58042f8be2a3eb605d1fa4bdb0eaf50e9841bf0e57d0c2158,"{""config"":""erasure_r50"",""d"":3,""p"":0.0021544346900318843,""r_e"":0.5,""rounds"":3}",
      6144,         6,         0,   0.061,herald_mwpm,162b3b6367bfdac10954b563c3b03050cdc3e4d9581f9d29d0322c5fef08dccf,"{""config"":""erasure_r50"",""d"":3,""p"":0.0014677992676220691,""r_e"":0.5,""rounds"":3}",
     18432,       285,         0,   0.026,blind_mwpm,aa7e97abaec779b566546efe74e0c4b956ae4afa05eaafe04bf3249fe8ffd6be,"{""config"":""erasure_r50"",""d"":3,""p"":0.004641588833612777,""r_e"":0.5,""rounds"":3}",
      1024,        11,         0,   0.022,herald_mwpm,0f67d4a0aef5877821a362e2876801206bf3de966d13a40481ccc12e10a57b9b,"{""config"":""erasure_r50"",""d"":3,""p"":0.004641588833612777,""r_e"":0.5,""rounds"":3}",
     25600,       195,         0,   0.036,blind_mwpm,4c503f3c76e54b751adbefc19fdfdef8fdb50bc20f5fb283019306400dc4fc2d,"{""config"":""erasure_r50"",""d"":3,""p"":0.0031622776601683794,""r_e"":0.5,""rounds"":3}",
     15360,       223,         0,   0.022,blind_mwpm,aa7e97abaec779b566546efe74e0c4b956ae4afa05eaafe04bf3249fe8ffd6be,"{""config"":""erasure_r50"",""d"":3,""p"":0.004641588833612777,""r_e"":0.5,""rounds"":3}",
      2048,        29,         0,   0.034,herald_mwpm,0f67d4a0aef5877821a362e2876801206bf3de966d13a40481ccc12e10a57b9b,"{""config"":""erasure_r50"",""d"":3,""p"":0.004641588833612777,""r_e"":0.5,""rounds"":3}",
     11264,         7,         0,   0.082,herald_mwpm,74ca0bd2b4524eb8e05724605c51245df32f71bd4b900b26b3effba6a58134dc,"{""config"":""erasure_r50"",""d"":3,""p"":0.001,""r_e"":0.5,""rounds"":3}",
